dataset_id,snippet_id,participant_id,developer_position,PE gen,PE spec (java),method_name,file,#parameters,#assignments,#commas,#periods,#spaces,#literals,#statements,Volume,Entropy,#identifiers,CR,#conditionals (avg),#loops (avg),#assignments (avg),#comparisons (avg),#comments (avg),#operators (avg),Identifiers Length (avg),#keywords (avg),#commas (avg),#parenthesis (avg),#periods (avg),#spaces (avg),Line length (avg),Indentation length (avg),#blank lines (avg),#numbers (avg),#identifiers (avg),#nested blocks (avg),MIDQ (avg),CIC (avg),CICSyn (avg),#numbers (max),Identifiers length (max),Indentation length (max),Line length (max),#keywords (max),#identifiers (max),MIDQ (max),CIC (max),CICSyn (max),#identifiers (min),MIDQ (min),Cyclomatic complexity,NMI (avg),NMI (max),ITID (avg),ITID (min),NM (avg),NM (max),LOC,#assignments (dft),#characters (max),#commas (dft),#comments (dft),Comments (Visual X),Comments (Visual Y),#comparisons (dft),#conditionals (dft),#identifiers (dft),Identifiers (Visual X),Identifiers (Visual Y),#keywords (dft),Literals (Visual X),Literals (Visual Y),#loops (dft),#numbers (dft),Numbers (Visual X),Numbers (Visual Y),Operators (Visual X),Operators (Visual Y),#operators (dft),#parenthesis (dft),#periods (dft),#spaces (dft),Strings (Visual X),Strings (Visual Y),Indentation length (dft),Line length (dft),TC (avg),TC (min),TC (max),Keywords (Visual X),Keywords (Visual Y),PBU,ABU,ABU50,BD,BD50,AU,warnings_checker_framework,warnings_typestate_checker,warnings_infer,warnings_openjml,warning_sum
6,1-ClassifierPerformanceEvaluatorCustomizer,23,1,2,1,addButtons,ds_6_snip_1$ClassifierPerformanceEvaluatorCustomizer_addButtons.java,0,6,4,16,410,12,44,485.8894141,2.112917488,66,0.0,0.105263158,0.026315789,0.157894737,0.105263158,0.0,0.026315789,8.636363636,0.394736842,0.105263158,1.631578947,0.421052632,10.78947368,31.625,9.157894737,0.131578947,0.131578947,1.736842105,0.131578947,0.0,0.0,0.0,2,28,20,104,2,6,0.0,0.0,0.0,1,100.0,8,2.829268293,28,0.246666667,0.0,1.676666667,17,41,45,446,46,45,0.0,0.0,46,46,46,77.93478261,44.82278481,46,0,0.0,46,46,77.54347826,44.69620253,77.93478261,44.74683544,46,46,46,46,77.93478261,44.69620253,46,46,,,,77.93478261,44.72151899,1,0,1,1,0,2,1.0,19.0,0.0,4.0,24.0
6,1-EstimatorUtils,23,1,2,1,getMinMax,ds_6_snip_1$EstimatorUtils_getMinMax.java,3,13,2,18,412,7,50,505.3280237,2.279576572,76,99.905,0.162162162,0.027027027,0.351351351,0.108108108,0.054054054,0.0,7.671052632,0.567567568,0.054054054,1.621621622,0.486486486,11.13513514,33.78378378,9.081081081,0.054054054,0.108108108,2.054054054,0.243243243,0.0,0.035329043,0.031922804,1,18,24,94,5,5,0.0,0.12195122,0.108695652,1,100.0,12,6.4,27,0.495061728,0.0,2.269135802,21,40,41,556,43,53,80.86792453,51.98780488,43,43,43,80.9245283,51.87804878,43,0,0.0,43,43,80.73584906,51.79268293,80.69811321,51.7195122,43,43,43,43,81.0,52.0,43,38,,,,80.9245283,51.95121951,0,0,0,0,0,0,0.0,4.0,0.0,1.0,5.0
6,1-GeneratorPropertyIteratorPanel,23,1,2,1,actionPerformed,ds_6_snip_1$GeneratorPropertyIteratorPanel_actionPerformed.java,1,2,2,19,341,13,39,361.6563307,1.825800595,52,114.115,0.161290323,0.032258065,0.064516129,0.193548387,0.096774194,0.0,9.980769231,0.35483871,0.064516129,2.0,0.612903226,11.0,35.16129032,9.548387097,0.064516129,0.096774194,1.677419355,0.290322581,0.0,0.028932115,0.022141243,1,22,16,90,2,5,0.0,0.333333333,0.172413793,1,100.0,7,1.852941176,21,0.215151515,0.0,1.178787879,37,34,37,427,37,43,72.93023256,42.0,37,37,37,73.0,41.89189189,37,0,0.0,37,37,72.93023256,41.87837838,72.93023256,41.86486486,37,37,37,37,73.0,41.43243243,37,40,,,,73.0,41.66216216,0,0,0,0,0,0,3.0,2.0,0.0,35.0,40.0
6,1-ModelPerformanceChart,23,1,2,1,performRequest,ds_6_snip_1$ModelPerformanceChart_performRequest.java,1,8,2,26,479,14,47,502.3032009,1.725301877,65,27.485,0.076923077,0.0,0.205128205,0.025641026,0.051282051,0.025641026,8.261538462,0.41025641,0.051282051,1.282051282,0.666666667,12.28205128,31.925,10.87179487,0.025641026,0.076923077,1.666666667,0.179487179,0.0,0.013971499,0.016080021,2,24,24,77,2,7,0.0,0.136363636,0.129032258,1,100.0,7,2.404761905,15,0.273809524,0.0,1.626373626,23,42,44,540,44,50,72.96,48.97297297,44,44,44,71.7,48.94594595,44,0,0.0,1,44,73.0,48.93243243,72.82,48.90540541,44,44,44,44,72.96,48.86486486,44,1,,,,72.96,48.7027027,1,0,0,1,1,1,3.0,14.0,0.0,0.0,17.0
6,2-CarReport,23,1,2,1,onCreate,ds_6_snip_2$CarReport_onCreate.java,1,7,7,43,344,1,46,785.6164492,2.592852783,125,0.0,0.0,0.0,0.159090909,0.0,0.0,0.0,9.56,0.409090909,0.159090909,1.863636364,0.977272727,7.818181818,38.16326531,6.363636364,0.113636364,0.0,2.840909091,0.0,0.0,0.0,0.0,0,33,12,102,5,8,0.0,0.0,0.0,1,100.0,6,5.829787234,25,0.391215107,0.0,4.664614122,34,47,52,524,52,52,0.0,0.0,1,1,52,106.0,50.86915888,52,0,0.0,1,52,0.0,0.0,105.9038462,50.74766355,1,51,52,51,0.0,0.0,51,52,,,,105.9615385,50.82242991,0,0,0,0,0,0,0.0,91.0,0.0,2.0,93.0
6,2-Pom,23,1,2,1,,ds_6_snip_2$Pom__getRuns.java,0,6,1,6,373,5,41,244.4228653,1.691803223,36,117.16,0.2,0.0,0.2,0.133333333,0.133333333,0.0,8.777777778,0.433333333,0.033333333,1.133333333,0.2,12.43333333,29.43333333,10.93333333,0.0,0.0,1.2,0.3,0.0,0.0,0.0,0,19,20,55,1,4,0.0,0.0,0.0,1,100.0,8,2.515151515,15,0.3,0.0,9.775,57,33,33,572,33,37,60.94594595,35.96774194,33,33,32,60.89189189,35.82258065,33,0,0.0,1,33,0.0,0.0,60.91891892,35.83870968,1,33,33,33,0.0,0.0,33,1,,,,60.72972973,35.77419355,1,0,0,1,1,1,0.0,28.0,1.0,2.0,31.0
6,1-OpenCMSCore,24,1,2,1,createContextMenu,ds_6_snip_1$OpenCMSCore_createContextMenu.java,1,1,6,27,153,0,54,679.4319953,3.089943064,125,-1062.165,0.0,0.0,0.026315789,0.0,0.026315789,0.0,10.304,0.184210526,0.157894737,3.105263158,0.710526316,4.026315789,45.55263158,2.842105263,0.078947368,0.0,3.289473684,0.0,0.0,0.119298246,0.065617849,0,32,4,278,5,5,0.0,0.333333333,0.25,1,100.0,1,8.048780488,16,0.413513514,0.0,2.881081081,7,41,45,447,1,47,0.0,45.78616352,45,1,45,157.9787234,45.96855346,1,0,0.0,1,45,0.0,0.0,157.5319149,45.90566038,1,45,45,45,0.0,0.0,45,25,,,,157.8510638,45.91194969,1,1,1,0,0,3,0.0,0.0,0.0,35.0,35.0
6,1-Phoenix,24,1,2,1,doDropSchema,ds_6_snip_1$Phoenix_doDropSchema.java,5,8,27,27,400,10,46,756.0819962,2.693420741,107,118.175,0.138888889,0.0,0.222222222,0.083333333,0.027777778,0.0,10.69158879,0.611111111,0.75,2.0,0.75,11.11111111,51.61111111,8.555555556,0.055555556,0.083333333,2.972222222,0.194444444,0.0,0.0,0.0,1,22,20,203,2,9,0.0,0.0,0.0,1,100.0,7,6.076923077,29,0.385019841,0.0,3.612202381,45,39,40,649,40,41,122.0,40.0,40,40,40,121.9512195,39.78861789,40,0,0.0,40,39,121.7073171,39.35772358,121.902439,39.77235772,1,40,40,40,0.0,0.0,40,39,,,,121.9512195,39.81300813,0,0,0,0,0,0,4.0,16.0,0.0,2.0,22.0
6,2-OpenCMSCore,24,1,2,1,seekFile,ds_6_snip_2$OpenCMSCore_seekFile.java,2,1,1,9,239,1,17,154.2872251,1.711665666,33,36.62,0.045454545,0.0,0.045454545,0.0,0.181818182,0.090909091,6.757575758,0.590909091,0.045454545,1.0,0.409090909,10.86363636,28.22727273,9.636363636,0.318181818,0.0,1.5,0.136363636,0.0,0.049269481,0.044685829,0,12,16,60,4,5,0.0,0.285714286,0.235294118,1,100.0,6,2.4,12,0.3,0.0,2.179487179,14,25,33,411,33,38,75.94736842,36.88311688,1,1,30,75.97368421,36.51948052,33,0,0.0,1,33,0.0,0.0,76.0,36.48051948,33,33,33,33,0.0,0.0,33,33,,,,75.89473684,36.71428571,1,0,1,1,0,2,0.0,3.0,0.0,4.0,7.0
6,2-Phoenix,24,1,2,1,evaluate,ds_6_snip_2$Phoenix_evaluate.java,2,6,7,17,150,8,34,344.9166507,3.440506577,54,33.575,0.166666667,0.0,0.25,0.083333333,0.166666667,0.041666667,9.666666667,0.625,0.291666667,2.0,0.708333333,6.25,37.16666667,4.166666667,0.125,0.125,2.25,0.166666667,0.0,0.010236945,0.008622492,1,22,8,115,2,8,0.0,0.111111111,0.083333333,2,100.0,5,2.481481481,20,0.261538462,0.0,2.162179487,45,27,30,323,28,34,119.0,32.69166667,30,30,28,118.9705882,32.66666667,27,0,0.0,1,30,119.0,32.5,118.9117647,32.65,30,27,30,18,0.0,0.0,1,29,,,,119.0,32.8,0,0,0,0,0,0,1.0,1.0,0.0,2.0,4.0
6,2-Pom,24,1,2,1,,ds_6_snip_2$Pom__getRuns.java,0,6,1,6,373,5,41,244.4228653,1.691803223,36,117.16,0.2,0.0,0.2,0.133333333,0.133333333,0.0,8.777777778,0.433333333,0.033333333,1.133333333,0.2,12.43333333,29.43333333,10.93333333,0.0,0.0,1.2,0.3,0.0,0.0,0.0,0,19,20,55,1,4,0.0,0.0,0.0,1,100.0,8,2.515151515,15,0.3,0.0,9.775,57,33,33,572,33,37,60.94594595,35.96774194,33,33,32,60.89189189,35.82258065,33,0,0.0,1,33,0.0,0.0,60.91891892,35.83870968,1,33,33,33,0.0,0.0,33,1,,,,60.72972973,35.77419355,1,0,0,1,1,1,0.0,28.0,1.0,2.0,31.0
6,4-Phoenix,24,1,2,1,process,ds_6_snip_4$Phoenix_process.java,0,12,7,41,653,11,84,903.355172,2.149178978,121,119.19,0.074626866,0.014925373,0.179104478,0.074626866,0.014925373,0.014925373,8.768595041,0.343283582,0.104477612,1.313432836,0.611940299,9.746268657,31.25373134,8.298507463,0.029850746,0.029850746,1.805970149,0.194029851,0.0,0.016702203,0.010157546,1,30,20,133,2,8,0.0,0.166666667,0.111111111,1,100.0,12,5.585714286,24,0.661231884,0.0,3.269927536,44,70,72,1029,72,73,100.0,72.0,72,72,72,99.95890411,71.88118812,72,0,0.0,72,72,98.84931507,71.5049505,99.94520548,71.7029703,72,71,70,72,99.95890411,71.86138614,72,57,,,,99.98630137,71.77227723,1,0,1,1,0,2,2.0,9.0,0.0,1.0,12.0
6,5-OpenCMSCore,24,1,2,1,buttonHtml,ds_6_snip_5$OpenCMSCore_buttonHtml.java,1,1,7,11,87,9,12,300.1603076,3.558403626,38,-216.165,0.066666667,0.0,0.033333333,0.0,0.033333333,0.366666667,9.736842105,0.2,0.233333333,1.6,0.366666667,2.9,20.1,1.466666667,0.033333333,0.0,1.266666667,0.066666667,0.0,0.008333333,0.005555556,0,27,8,249,1,8,0.0,0.25,0.166666667,1,100.0,3,1.060606061,7,0.076388889,0.0,1.4375,21,33,35,440,35,37,112.0,35.69911504,1,35,35,111.9189189,35.91150442,35,0,0.0,1,35,0.0,0.0,111.8918919,35.84955752,35,35,35,35,111.972973,35.95575221,35,37,,,,112.0,35.88495575,0,0,0,0,0,0,1.0,3.0,0.0,1.0,5.0
6,5-Phoenix,24,1,2,1,parseOptions,ds_6_snip_5$Phoenix_parseOptions.java,1,4,3,13,159,8,30,340.0,3.296541398,50,109.04,0.153846154,0.0,0.153846154,0.0,0.038461538,0.230769231,9.42,0.576923077,0.115384615,2.0,0.5,6.115384615,31.23076923,4.153846154,0.269230769,0.038461538,1.923076923,0.230769231,6.348461538,0.013647765,0.015975136,1,21,8,79,2,5,55.02,0.083333333,0.083333333,1,55.02,9,2.689655172,18,0.197058824,0.0,0.799019608,17,29,37,385,37,43,93.58139535,41.97938144,1,37,34,95.93023256,41.77319588,34,0,0.0,1,37,96.0,42.0,95.93023256,41.7628866,37,37,37,37,95.97674419,41.79381443,37,36,,,,95.90697674,41.75257732,1,0,1,1,0,2,1.0,10.0,0.0,1.0,12.0
6,1-Antlr4Master,25,1,3,2,analyze,ds_6_snip_1$Antlr4Master_analyze.java,3,6,10,17,225,6,35,562.6209635,3.062478098,89,115.13,0.1,0.1,0.2,0.0,0.133333333,0.233333333,8.97752809,0.4,0.333333333,2.0,0.566666667,7.5,41.36666667,5.333333333,0.3,0.0,2.966666667,0.2,0.0,0.024877839,0.034455374,0,20,12,145,2,6,0.0,0.076923077,0.142857143,2,100.0,7,7.272727273,24,0.45942029,0.0,3.372463768,45,33,43,602,43,54,84.48148148,53.0,42,43,41,85.92592593,52.66666667,43,0,0.0,43,43,0.0,0.0,85.85185185,52.8045977,43,43,42,43,85.96296296,52.85057471,43,51,,,,85.87037037,52.67816092,0,0,0,0,0,0,0.0,14.0,0.0,9.0,23.0
6,1-HibernateORM,25,1,3,2,getOverriddenColumn,ds_6_snip_1$HibernateORM_getOverriddenColumn.java,1,2,1,2,65,5,40,99.91187239,2.839778028,17,34.59,0.2,0.0,0.2,0.2,3.3,0.0,10.47058824,0.4,0.1,1.4,0.2,6.5,32.0,4.4,0.1,0.0,1.7,0.2,0.0,0.077431161,0.078179733,0,24,12,76,1,4,0.0,0.205128205,0.209677419,1,100.0,4,3.461538462,14,0.694444444,0.5,5.263888889,17,13,15,243,15,52,98.90384615,50.96,15,15,15,99.0,50.68,15,0,0.0,1,15,0.0,0.0,98.78846154,50.71,1,15,15,15,98.92307692,50.82,15,36,,,,99.0,50.93,0,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0
6,2-Antlr4Master,25,1,3,2,process,ds_6_snip_2$Antlr4Master_process.java,0,24,8,38,530,12,74,1136.346094,2.989005371,145,35.605,0.090909091,0.018181818,0.436363636,0.054545455,0.036363636,0.072727273,8.579310345,0.454545455,0.145454545,1.6,0.690909091,9.636363636,39.65454545,7.2,0.054545455,0.036363636,2.636363636,0.254545455,0.0,0.034228419,0.032187023,1,22,16,97,3,8,0.0,0.235294118,0.217391304,2,100.0,10,5.051724138,19,0.343055556,0.0,2.255555556,37,58,61,201,61,63,97.0,61.87755102,61,61,61,96.93650794,61.66326531,59,0,0.0,61,61,97.0,62.0,96.80952381,61.7244898,61,61,61,61,97.0,61.87755102,60,61,,,,96.9047619,61.66326531,0,0,0,0,0,0,10.0,26.0,0.0,1.0,37.0
6,3-Antlr4Master,25,1,3,2,hasSLLConflictTerminatingPrediction,ds_6_snip_3$Antlr4Master_hasSLLConflictTerminatingPrediction.java,2,6,2,4,172,1,28,220.0782,2.558905893,39,101.935,0.157894737,0.052631579,0.315789474,0.052631579,0.473684211,0.0,9.641025641,0.631578947,0.105263158,1.263157895,0.210526316,9.052631579,35.05263158,6.947368421,0.157894737,0.0,2.052631579,0.210526316,0.0,0.012855107,0.012980742,0,35,16,102,3,5,0.0,0.049723757,0.043715847,1,100.0,5,2.954545455,16,0.333333333,0.0,1.923076923,13,22,27,842,27,129,102.9767442,127.9903846,27,27,26,102.9767442,127.6826923,27,0,0.0,27,27,0.0,0.0,102.8682171,127.4038462,1,27,27,27,0.0,0.0,27,129,,,,102.9689922,127.7403846,0,0,0,0,0,0,2.0,3.0,0.0,0.0,5.0
6,3-HibernateORM,25,1,3,2,execute,ds_6_snip_3$HibernateORM_execute.java,2,13,19,34,865,14,68,855.4066832,1.727971791,121,117.16,0.06779661,0.050847458,0.220338983,0.101694915,0.050847458,0.0,10.81818182,0.423728814,0.322033898,1.559322034,0.576271186,14.66101695,43.79661017,12.81355932,0.033898305,0.084745763,2.050847458,0.288135593,0.0,0.028018942,0.022059784,1,38,28,125,2,9,0.0,0.368421053,0.205882353,1,100.0,12,6.048387097,37,0.563261649,0.0,3.947491039,22,62,63,232,62,65,136.0,64.83211679,63,63,63,135.969697,64.67883212,62,0,0.0,63,63,135.6969697,65.0,135.969697,64.69343066,63,63,63,63,136.0,64.89781022,63,65,,,,135.8333333,64.62043796,0,0,0,0,0,0,3.0,6.0,1.0,1.0,11.0
6,5-Antlr4Master,25,1,3,2,testToStringStartStop2,ds_6_snip_5$Antlr4Master_testToStringStartStop2.java,0,21,17,21,225,34,69,905.8641608,3.578154871,102,201.76,0.0,0.0,0.477272727,0.0,0.090909091,0.159090909,8.049019608,0.136363636,0.386363636,1.545454545,0.477272727,5.113636364,29.72727273,3.090909091,0.181818182,0.340909091,2.318181818,0.0,0.0,0.002989435,0.002748918,2,22,4,87,3,6,0.0,0.047619048,0.047619048,1,100.0,1,5.510638298,16,0.731904762,0.25,5.05047619,17,47,53,178,53,59,85.0,57.91860465,1,1,28,84.94915254,57.73255814,53,0,0.0,1,53,84.98305085,57.96511628,84.88135593,57.87209302,53,53,50,53,85.0,57.98837209,53,32,,,,84.93220339,57.72093023,1,0,0,1,1,1,0.0,1.0,0.0,0.0,1.0
6,5-HibernateORM,25,1,3,2,collectionInfoString,ds_6_snip_5$HibernateORM_collectionInfoString.java,4,7,4,19,207,11,33,459.829993,3.003834656,65,105.995,0.064516129,0.0,0.225806452,0.129032258,0.096774194,0.0,10.0,0.258064516,0.129032258,1.483870968,0.612903226,6.677419355,33.61290323,4.774193548,0.096774194,0.0,2.096774194,0.129032258,0.0,0.025142629,0.023333783,0,32,12,177,2,7,0.0,0.071428571,0.06557377,1,100.0,6,3.029411765,14,0.387599206,0.0,2.115079365,17,34,38,171,38,50,114.98,49.0,38,38,38,114.98,48.81896552,38,115,49.0,1,38,0.0,0.0,114.98,48.75,1,38,38,38,115.0,47.73275862,38,49,,,,115.0,48.6637931,0,0,0,0,0,0,1.0,2.0,0.0,1.0,4.0
6,5-Phoenix,25,1,3,2,parseOptions,ds_6_snip_5$Phoenix_parseOptions.java,1,4,3,13,159,8,30,340.0,3.296541398,50,109.04,0.153846154,0.0,0.153846154,0.0,0.038461538,0.230769231,9.42,0.576923077,0.115384615,2.0,0.5,6.115384615,31.23076923,4.153846154,0.269230769,0.038461538,1.923076923,0.230769231,6.348461538,0.013647765,0.015975136,1,21,8,79,2,5,55.02,0.083333333,0.083333333,1,55.02,9,2.689655172,18,0.197058824,0.0,0.799019608,17,29,37,385,37,43,93.58139535,41.97938144,1,37,34,95.93023256,41.77319588,34,0,0.0,1,37,96.0,42.0,95.93023256,41.7628866,37,37,37,37,95.97674419,41.79381443,37,36,,,,95.90697674,41.75257732,0,0,0,0,0,0,1.0,10.0,0.0,1.0,12.0
6,1-CarReport,26,1,4,4,save,ds_6_snip_1$CarReport_save.java,0,4,1,21,259,3,34,354.2428289,2.332275645,60,0.0,0.066666667,0.0,0.133333333,0.033333333,0.0,0.0,9.933333333,0.566666667,0.033333333,2.133333333,0.7,8.633333333,34.5625,7.2,0.133333333,0.0,2.0,0.133333333,0.0,0.0,0.0,0,31,12,84,2,6,0.0,0.0,0.0,1,100.0,5,3.606060606,14,0.321296296,0.0,3.175,17,33,36,383,37,37,0.0,0.0,37,37,36,87.94594595,35.78651685,37,0,0.0,1,37,0.0,0.0,87.91891892,35.82022472,1,37,37,36,0.0,0.0,36,36,,,,87.94594595,35.82022472,1,0,0,1,1,1,0.0,12.0,0.0,5.0,17.0
6,1-CheckEstimator,26,1,4,4,printAttributeSummary,ds_6_snip_1$CheckEstimator_printAttributeSummary.java,2,16,1,14,453,20,54,523.1868677,2.120536307,57,112.085,0.204081633,0.0,0.326530612,0.081632653,0.020408163,0.102040816,5.754385965,0.346938776,0.020408163,0.653061224,0.285714286,9.244897959,21.08163265,7.591836735,0.183673469,0.081632653,1.163265306,0.204081633,0.0,0.031233363,0.03059607,1,21,12,74,3,4,0.0,0.086956522,0.08,1,100.0,15,2.0,16,0.318181818,0.0,2.242424242,17,52,55,558,62,67,71.1641791,65.93670886,62,62,46,77.92537313,65.86075949,62,0,0.0,1,62,78.0,66.0,77.70149254,65.92405063,62,62,61,61,77.97014925,65.79746835,61,67,,,,77.97014925,65.92405063,1,1,1,0,0,3,0.0,13.0,0.0,0.0,13.0
6,1-EstimatorUtils,26,1,4,4,getMinMax,ds_6_snip_1$EstimatorUtils_getMinMax.java,3,13,2,18,412,7,50,505.3280237,2.279576572,76,99.905,0.162162162,0.027027027,0.351351351,0.108108108,0.054054054,0.0,7.671052632,0.567567568,0.054054054,1.621621622,0.486486486,11.13513514,33.78378378,9.081081081,0.054054054,0.108108108,2.054054054,0.243243243,0.0,0.035329043,0.031922804,1,18,24,94,5,5,0.0,0.12195122,0.108695652,1,100.0,12,6.4,27,0.495061728,0.0,2.269135802,21,40,41,556,43,53,80.86792453,51.98780488,43,43,43,80.9245283,51.87804878,43,0,0.0,43,43,80.73584906,51.79268293,80.69811321,51.7195122,43,43,43,43,81.0,52.0,43,38,,,,80.9245283,51.95121951,1,0,0,1,1,1,0.0,4.0,0.0,1.0,5.0
6,1-GeneratorPropertyIteratorPanel,26,1,4,4,actionPerformed,ds_6_snip_1$GeneratorPropertyIteratorPanel_actionPerformed.java,1,2,2,19,341,13,39,361.6563307,1.825800595,52,114.115,0.161290323,0.032258065,0.064516129,0.193548387,0.096774194,0.0,9.980769231,0.35483871,0.064516129,2.0,0.612903226,11.0,35.16129032,9.548387097,0.064516129,0.096774194,1.677419355,0.290322581,0.0,0.028932115,0.022141243,1,22,16,90,2,5,0.0,0.333333333,0.172413793,1,100.0,7,1.852941176,21,0.215151515,0.0,1.178787879,37,34,37,427,37,43,72.93023256,42.0,37,37,37,73.0,41.89189189,37,0,0.0,37,37,72.93023256,41.87837838,72.93023256,41.86486486,37,37,37,37,73.0,41.43243243,37,40,,,,73.0,41.66216216,1,0,1,1,0,2,3.0,2.0,0.0,35.0,40.0
6,1-ModelPerformanceChart,26,1,4,4,performRequest,ds_6_snip_1$ModelPerformanceChart_performRequest.java,1,8,2,26,479,14,47,502.3032009,1.725301877,65,27.485,0.076923077,0.0,0.205128205,0.025641026,0.051282051,0.025641026,8.261538462,0.41025641,0.051282051,1.282051282,0.666666667,12.28205128,31.925,10.87179487,0.025641026,0.076923077,1.666666667,0.179487179,0.0,0.013971499,0.016080021,2,24,24,77,2,7,0.0,0.136363636,0.129032258,1,100.0,7,2.404761905,15,0.273809524,0.0,1.626373626,23,42,44,540,44,50,72.96,48.97297297,44,44,44,71.7,48.94594595,44,0,0.0,1,44,73.0,48.93243243,72.82,48.90540541,44,44,44,44,72.96,48.86486486,44,1,,,,72.96,48.7027027,1,0,1,1,0,2,3.0,14.0,0.0,0.0,17.0
6,2-CarReport,26,1,4,4,onCreate,ds_6_snip_2$CarReport_onCreate.java,1,7,7,43,344,1,46,785.6164492,2.592852783,125,0.0,0.0,0.0,0.159090909,0.0,0.0,0.0,9.56,0.409090909,0.159090909,1.863636364,0.977272727,7.818181818,38.16326531,6.363636364,0.113636364,0.0,2.840909091,0.0,0.0,0.0,0.0,0,33,12,102,5,8,0.0,0.0,0.0,1,100.0,6,5.829787234,25,0.391215107,0.0,4.664614122,34,47,52,524,52,52,0.0,0.0,1,1,52,106.0,50.86915888,52,0,0.0,1,52,0.0,0.0,105.9038462,50.74766355,1,51,52,51,0.0,0.0,51,52,,,,105.9615385,50.82242991,0,0,0,0,0,0,0.0,91.0,0.0,2.0,93.0
6,3-CarReport,26,1,4,4,handleFABClick,ds_6_snip_3$CarReport_handleFABClick.java,2,8,11,19,251,3,28,511.0221744,3.032309813,76,0.0,0.037037037,0.037037037,0.296296296,0.037037037,0.0,0.111111111,8.473684211,0.703703704,0.407407407,2.222222222,0.703703704,9.296296296,41.07142857,6.666666667,0.111111111,0.037037037,2.814814815,0.111111111,0.0,0.0,0.0,1,23,16,141,5,7,0.0,0.0,0.0,1,100.0,5,5.4,23,0.438452381,0.0,2.921547619,17,30,33,472,32,33,0.0,0.0,33,33,33,99.84848485,31.73267327,33,0,0.0,33,33,0.0,0.0,99.78787879,31.7029703,33,33,33,33,100.0,32.0,33,32,,,,99.90909091,31.8019802,0,0,0,0,0,0,9.0,12.0,0.0,2.0,23.0
6,4-CarReport,26,1,4,4,showFullScreenChart,ds_6_snip_4$CarReport_showFullScreenChart.java,2,10,18,46,249,8,63,950.0388676,3.651180648,133,115.13,0.041666667,0.0,0.208333333,0.041666667,0.1875,0.041666667,11.7443609,0.25,0.375,1.875,0.958333333,5.1875,43.30612245,3.666666667,0.1875,0.0,2.770833333,0.041666667,0.0,0.009696025,0.028469232,0,29,12,440,2,6,0.0,0.096153846,0.116666667,1,100.0,4,4.764705882,21,0.331707317,0.0,5.995528455,52,51,60,754,60,69,88.97101449,68.0,60,60,60,88.98550725,67.82222222,60,0,0.0,1,60,0.0,0.0,88.91304348,67.8,60,58,60,60,0.0,0.0,60,69,,,,88.95652174,67.76666667,0,0,0,0,0,0,1.0,28.0,0.0,1.0,30.0
6,1-CheckEstimator,27,1,5,5,printAttributeSummary,ds_6_snip_1$CheckEstimator_printAttributeSummary.java,2,16,1,14,453,20,54,523.1868677,2.120536307,57,112.085,0.204081633,0.0,0.326530612,0.081632653,0.020408163,0.102040816,5.754385965,0.346938776,0.020408163,0.653061224,0.285714286,9.244897959,21.08163265,7.591836735,0.183673469,0.081632653,1.163265306,0.204081633,0.0,0.031233363,0.03059607,1,21,12,74,3,4,0.0,0.086956522,0.08,1,100.0,15,2.0,16,0.318181818,0.0,2.242424242,17,52,55,558,62,67,71.1641791,65.93670886,62,62,46,77.92537313,65.86075949,62,0,0.0,1,62,78.0,66.0,77.70149254,65.92405063,62,62,61,61,77.97014925,65.79746835,61,67,,,,77.97014925,65.92405063,1,0,1,1,0,2,0.0,13.0,0.0,0.0,13.0
6,2-CarReport,27,1,5,5,onCreate,ds_6_snip_2$CarReport_onCreate.java,1,7,7,43,344,1,46,785.6164492,2.592852783,125,0.0,0.0,0.0,0.159090909,0.0,0.0,0.0,9.56,0.409090909,0.159090909,1.863636364,0.977272727,7.818181818,38.16326531,6.363636364,0.113636364,0.0,2.840909091,0.0,0.0,0.0,0.0,0,33,12,102,5,8,0.0,0.0,0.0,1,100.0,6,5.829787234,25,0.391215107,0.0,4.664614122,34,47,52,524,52,52,0.0,0.0,1,1,52,106.0,50.86915888,52,0,0.0,1,52,0.0,0.0,105.9038462,50.74766355,1,51,52,51,0.0,0.0,51,52,,,,105.9615385,50.82242991,1,0,1,1,0,2,0.0,91.0,0.0,2.0,93.0
6,2-SpringBatch,27,1,5,5,testArtifactUniqueness,ds_6_snip_2$SpringBatch_testArtifactUniqueness.java,0,10,19,18,123,36,38,539.7501708,2.96425549,61,0.0,0.0,0.0,0.454545455,0.0,0.0,0.0,9.475409836,0.181818182,0.863636364,2.727272727,0.818181818,5.590909091,42.22727273,3.454545455,0.409090909,0.0,2.772727273,0.0,0.0,0.0,0.0,0,22,4,69,3,4,0.0,0.0,0.0,2,100.0,1,2.24,9,0.333333333,0.25,1.75,17,25,24,191,34,24,0.0,0.0,1,1,24,89.0,31.06666667,34,0,0.0,1,34,0.0,0.0,88.67647059,30.17777778,1,24,24,24,89.0,31.57777778,24,24,,,,88.97058824,32.9,1,0,1,1,0,2,0.0,7.0,1.0,0.0,8.0
