dataset_id,snippet_id,person_id,readability_level,college_year
3,19,65,4,2
3,19,66,4,2
3,19,67,4,2
3,19,68,5,2
3,19,69,4,2
3,19,70,4,2
3,19,71,5,2
3,19,72,2,2
3,19,73,5,2
3,19,74,5,2
3,19,75,4,2
3,19,76,4,2
3,19,77,5,2
3,19,78,5,2
3,19,79,5,2
3,19,80,3,2
3,19,81,5,2
3,19,82,4,2
3,19,83,5,4
3,19,84,4,4
3,19,85,3,4
3,19,86,4,4
3,19,87,3,4
3,19,88,4,4
3,19,89,4,4
3,19,90,2,4
3,19,91,4,4
3,19,92,3,4
3,19,93,5,4
3,19,94,4,4
3,19,95,1,4
3,19,96,5,4
3,19,97,4,4
3,19,98,5,4
3,19,99,2,4
3,19,100,3,4
3,19,101,3,4
3,19,102,3,4
3,19,103,3,4
3,19,104,4,4
3,19,105,4,4
3,19,106,4,4
3,19,107,4,4
3,19,108,4,4
3,19,109,5,4
3,19,110,5,4
3,19,111,3,4
3,19,112,4,4
3,19,113,5,4
3,19,114,4,5
3,19,115,4,5
3,19,116,2,5
3,19,117,4,5
3,19,118,3,5
3,19,119,4,5
3,19,120,3,5
3,19,121,3,5
3,2,1,4,1
3,2,2,2,1
3,2,3,4,1
3,2,4,3,1
3,2,5,2,1
3,2,6,3,1
3,2,7,4,1
3,2,8,4,1
3,2,9,5,1
3,2,10,3,1
3,2,11,4,1
3,2,12,5,1
3,2,13,4,1
3,2,14,4,1
3,2,15,5,1
3,2,16,3,1
3,2,17,5,1
3,2,18,4,2
3,2,19,2,2
3,2,20,4,2
3,2,21,3,2
3,2,22,4,2
3,2,23,5,2
3,2,24,3,2
3,2,25,5,2
3,2,26,5,2
3,2,27,2,2
3,2,28,5,2
3,2,29,4,2
3,2,30,3,2
3,2,31,3,2
3,2,32,5,2
3,2,33,3,2
3,2,34,2,2
3,2,35,4,2
3,2,36,4,2
3,2,37,4,2
3,2,38,5,2
3,2,39,4,2
3,2,40,4,2
3,2,41,3,2
3,2,42,3,2
3,2,43,5,2
3,2,44,3,2
3,2,45,4,2
3,2,46,5,2
3,2,47,5,2
3,2,48,3,2
3,2,49,5,2
3,2,50,4,2
3,2,51,4,2
3,2,52,2,2
3,2,53,2,2
3,2,54,5,2
3,2,55,4,2
3,2,56,4,2
3,2,57,4,2
3,2,58,3,2
3,2,59,4,2
3,2,60,4,2
3,2,61,2,2
3,2,62,3,2
3,2,63,4,2
3,2,64,3,2
3,2,65,3,2
3,2,66,4,2
3,2,67,4,2
3,2,68,4,2
3,2,69,4,2
3,2,70,5,2
3,2,71,3,2
3,2,72,3,2
3,2,73,4,2
3,2,74,5,2
3,2,75,3,2
3,2,76,4,2
3,2,77,3,2
3,2,78,3,2
3,2,79,4,2
3,2,80,4,2
3,2,81,4,2
3,2,82,3,2
3,2,83,3,4
3,2,84,4,4
3,2,85,4,4
3,2,86,3,4
3,2,87,4,4
3,2,88,4,4
3,2,89,3,4
3,2,90,4,4
3,2,91,1,4
3,2,92,4,4
3,2,93,4,4
3,2,94,5,4
3,2,95,5,4
3,2,96,4,4
3,2,97,4,4
3,2,98,5,4
3,2,99,4,4
3,2,100,3,4
3,2,101,3,4
3,2,102,3,4
3,2,103,4,4
3,2,104,5,4
3,2,105,2,4
3,2,106,5,4
3,2,107,4,4
3,2,108,4,4
3,2,109,4,4
3,2,110,5,4
3,2,111,4,4
3,2,112,4,4
3,2,113,1,4
3,2,114,5,5
3,2,115,4,5
3,2,116,3,5
3,2,117,5,5
3,2,118,4,5
3,2,119,4,5
3,2,120,4,5
3,2,121,2,5
3,20,1,4,1
3,20,2,3,1
3,20,3,3,1
3,20,4,3,1
3,20,5,2,1
3,20,6,3,1
3,20,7,5,1
3,20,8,4,1
3,20,9,1,1
3,20,10,4,1
3,20,11,5,1
3,20,12,3,1
3,20,13,4,1
3,20,14,4,1
3,20,15,4,1
3,20,16,3,1
3,20,17,4,1
3,20,18,2,2
3,20,19,1,2
3,20,20,2,2
3,20,21,4,2
3,20,22,2,2
3,20,23,3,2
3,20,24,4,2
3,20,25,3,2
3,20,26,2,2
3,20,27,2,2
3,20,28,4,2
3,20,29,2,2
3,20,30,1,2
3,20,31,4,2
3,20,32,4,2
3,20,33,1,2
3,20,34,4,2
3,20,35,3,2
3,20,36,3,2
3,20,37,4,2
3,20,38,4,2
3,20,39,2,2
3,20,40,2,2
3,20,41,4,2
3,20,42,4,2
3,20,43,2,2
3,20,44,4,2
3,20,45,4,2
3,20,46,4,2
3,20,47,2,2
3,20,48,4,2
3,20,49,2,2
3,20,50,3,2
3,20,51,4,2
3,20,52,4,2
3,20,53,3,2
3,20,54,5,2
3,20,55,3,2
3,20,56,3,2
3,20,57,4,2
3,20,58,2,2
3,20,59,2,2
3,20,60,3,2
3,20,61,2,2
3,20,62,3,2
3,20,63,2,2
3,20,64,4,2
3,20,65,4,2
3,20,66,3,2
3,20,67,4,2
3,20,68,5,2
3,20,69,3,2
3,20,70,4,2
3,20,71,5,2
3,20,72,3,2
3,20,73,4,2
3,20,74,3,2
3,20,75,2,2
3,20,76,4,2
3,20,77,4,2
3,20,78,1,2
3,20,79,4,2
3,20,80,4,2
3,20,81,5,2
3,20,82,4,2
3,20,83,4,4
3,20,84,3,4
3,20,85,2,4
3,20,86,5,4
3,20,87,2,4
3,20,88,5,4
3,20,89,3,4
3,20,90,3,4
3,20,91,5,4
3,20,92,2,4
3,20,93,4,4
3,20,94,4,4
3,20,95,2,4
3,20,96,4,4
3,20,97,4,4
3,20,98,5,4
3,20,99,4,4
3,20,100,3,4
3,20,101,1,4
3,20,102,2,4
3,20,103,1,4
3,20,104,3,4
3,20,105,3,4
3,20,106,3,4
3,20,107,3,4
3,20,108,4,4
3,20,109,5,4
3,20,110,4,4
3,20,111,4,4
3,20,112,4,4
3,20,113,3,4
3,20,114,4,5
3,20,115,2,5
3,20,116,4,5
3,20,117,1,5
3,20,118,3,5
3,20,119,5,5
3,20,120,2,5
3,20,121,5,5
3,21,1,3,1
3,21,2,1,1
3,21,3,2,1
3,21,4,2,1
3,21,5,2,1
3,21,6,3,1
3,21,7,4,1
3,21,8,5,1
3,21,9,4,1
3,21,10,4,1
3,21,11,4,1
3,21,12,3,1
3,21,13,4,1
3,21,14,4,1
3,21,15,5,1
3,21,16,4,1
3,21,17,5,1
3,21,18,3,2
3,21,19,2,2
3,21,20,3,2
3,21,21,3,2
3,21,22,2,2
3,21,23,4,2
3,21,24,3,2
3,21,25,2,2
3,21,26,3,2
3,21,27,3,2
3,21,28,4,2
3,21,29,4,2
3,21,30,2,2
3,21,31,3,2
3,21,32,4,2
3,21,33,2,2
3,21,34,3,2
3,21,35,5,2
3,21,36,4,2
3,21,37,4,2
3,21,38,3,2
3,21,39,2,2
3,21,40,2,2
3,21,41,5,2
3,21,42,3,2
3,21,43,4,2
3,21,44,3,2
3,21,45,3,2
3,21,46,5,2
3,21,47,4,2
3,21,48,5,2
3,21,49,2,2
3,21,50,4,2
3,21,51,4,2
3,21,52,5,2
3,21,53,4,2
3,21,54,5,2
3,21,55,3,2
3,21,56,2,2
3,21,57,5,2
3,21,58,5,2
3,21,59,4,2
3,21,60,4,2
3,21,61,1,2
3,21,62,3,2
3,21,63,3,2
3,21,64,4,2
3,21,65,4,2
3,21,66,3,2
3,21,67,4,2
3,21,68,5,2
3,21,69,3,2
3,21,70,5,2
3,21,71,4,2
3,21,72,4,2
3,21,73,2,2
3,21,74,5,2
3,21,75,4,2
3,21,76,5,2
3,21,77,5,2
3,21,78,3,2
3,21,79,5,2
3,21,80,5,2
3,21,81,5,2
3,21,82,5,2
3,21,83,5,4
3,21,84,2,4
3,21,85,4,4
3,21,86,2,4
3,21,87,3,4
3,21,88,3,4
3,21,89,3,4
3,21,90,4,4
3,21,91,4,4
3,21,92,5,4
3,21,93,4,4
3,21,94,5,4
3,21,95,4,4
3,21,96,4,4
3,21,97,5,4
3,21,98,5,4
3,21,99,4,4
3,21,100,5,4
3,21,101,2,4
3,21,102,2,4
3,21,103,4,4
3,21,104,5,4
3,21,105,5,4
3,21,106,5,4
3,21,107,4,4
3,21,108,5,4
3,21,109,5,4
3,21,110,5,4
3,21,111,3,4
3,21,112,4,4
3,21,113,5,4
3,21,114,5,5
3,21,115,2,5
3,21,116,3,5
3,21,117,5,5
3,21,118,3,5
3,21,119,5,5
3,21,120,4,5
3,21,121,4,5
3,22,1,4,1
3,22,2,1,1
3,22,3,5,1
3,22,4,2,1
3,22,5,1,1
3,22,6,2,1
3,22,7,3,1
3,22,8,2,1
3,22,9,1,1
3,22,10,4,1
3,22,11,2,1
3,22,12,2,1
3,22,13,5,1
3,22,14,4,1
3,22,15,3,1
3,22,16,1,1
3,22,17,2,1
3,22,18,4,2
3,22,19,4,2
3,22,20,3,2
3,22,21,2,2
3,22,22,2,2
3,22,23,2,2
3,22,24,4,2
3,22,25,2,2
3,22,26,2,2
3,22,27,2,2
3,22,28,1,2
3,22,29,2,2
3,22,30,1,2
3,22,31,5,2
3,22,32,3,2
3,22,33,4,2
3,22,34,3,2
3,22,35,3,2
3,22,36,4,2
3,22,37,4,2
3,22,38,5,2
3,22,39,1,2
3,22,40,1,2
3,22,41,4,2
3,22,42,4,2
3,22,43,1,2
3,22,44,3,2
3,22,45,3,2
3,22,46,3,2
3,22,47,1,2
3,22,48,2,2
3,22,49,4,2
3,22,50,2,2
3,22,51,4,2
3,22,52,3,2
3,22,53,2,2
3,22,54,2,2
3,22,55,3,2
3,22,56,1,2
3,22,57,3,2
3,22,58,3,2
3,22,59,2,2
3,22,60,2,2
3,22,61,2,2
3,22,62,3,2
3,22,63,2,2
3,22,64,3,2
3,22,65,2,2
3,22,66,2,2
3,22,67,3,2
3,22,68,4,2
3,22,69,2,2
3,22,70,4,2
3,22,71,3,2
3,22,72,2,2
3,22,73,4,2
3,22,74,2,2
3,22,75,3,2
3,22,76,2,2
3,22,77,3,2
3,22,78,4,2
3,22,79,3,2
3,22,80,2,2
3,22,81,1,2
3,22,82,3,2
3,22,83,4,4
3,22,84,4,4
3,22,85,2,4
3,22,86,4,4
3,22,87,3,4
3,22,88,2,4
3,22,89,4,4
3,22,90,3,4
3,22,91,2,4
3,22,92,1,4
3,22,93,4,4
3,22,94,3,4
3,22,95,3,4
3,22,96,4,4
3,22,97,3,4
3,22,98,3,4
3,22,99,1,4
3,22,100,1,4
3,22,101,3,4
3,22,102,2,4
3,22,103,3,4
3,22,104,4,4
3,22,105,3,4
3,22,106,3,4
3,22,107,3,4
3,22,108,1,4
3,22,109,2,4
3,22,110,3,4
3,22,111,2,4
3,22,112,3,4
3,22,113,3,4
3,22,114,4,5
3,22,115,4,5
3,22,116,1,5
3,22,117,5,5
3,22,118,3,5
3,22,119,3,5
3,22,120,2,5
3,22,121,4,5
3,23,1,3,1
3,23,2,3,1
3,23,3,5,1
3,23,4,3,1
3,23,5,3,1
3,23,6,2,1
3,23,7,4,1
3,23,8,4,1
3,23,9,5,1
3,23,10,5,1
3,23,11,3,1
3,23,12,5,1
3,23,13,5,1
3,23,14,5,1
3,23,15,4,1
3,23,16,4,1
3,23,17,5,1
3,23,18,5,2
3,23,19,4,2
3,23,20,4,2
3,23,21,4,2
3,23,22,2,2
3,23,23,3,2
3,23,24,4,2
3,23,25,4,2
3,23,26,5,2
3,23,27,4,2
3,23,28,2,2
3,23,29,2,2
3,23,30,1,2
3,23,31,5,2
3,23,32,4,2
3,23,33,4,2
3,23,34,5,2
3,23,35,3,2
3,23,36,5,2
3,23,37,5,2
3,23,38,5,2
3,23,39,4,2
3,23,40,4,2
3,23,41,4,2
3,23,42,3,2
3,23,43,5,2
3,23,44,5,2
3,23,45,3,2
3,23,46,3,2
3,23,47,4,2
3,23,48,2,2
3,23,49,4,2
3,23,50,2,2
3,23,51,5,2
3,23,52,4,2
3,23,53,5,2
3,23,54,2,2
3,23,55,4,2
3,23,56,2,2
3,23,57,5,2
3,23,58,4,2
3,23,59,5,2
3,23,60,3,2
3,23,61,4,2
3,23,62,3,2
3,23,63,2,2
3,23,64,3,2
3,23,65,4,2
3,23,66,2,2
3,23,67,4,2
3,23,68,4,2
3,23,69,4,2
3,23,70,5,2
3,23,71,4,2
3,23,72,3,2
3,23,73,5,2
3,23,74,5,2
3,23,75,3,2
3,23,76,5,2
3,23,77,4,2
3,23,78,4,2
3,23,79,4,2
3,23,80,5,2
3,23,81,3,2
3,23,82,4,2
3,23,83,4,4
3,23,84,4,4
3,23,85,3,4
3,23,86,5,4
3,23,87,2,4
3,23,88,4,4
3,23,89,4,4
3,23,90,5,4
3,23,91,5,4
3,23,92,5,4
3,23,93,4,4
3,23,94,3,4
3,23,95,3,4
3,23,96,5,4
3,23,97,3,4
3,23,98,5,4
3,23,99,4,4
3,23,100,2,4
3,23,101,3,4
3,23,102,4,4
3,23,103,4,4
3,23,104,5,4
3,23,105,4,4
3,23,106,4,4
3,23,107,4,4
3,23,108,4,4
3,23,109,5,4
3,23,110,5,4
3,23,111,5,4
3,23,112,3,4
3,23,113,5,4
3,23,114,5,5
3,23,115,4,5
3,23,116,5,5
3,23,117,4,5
3,23,118,4,5
3,23,119,5,5
3,23,120,5,5
3,23,121,5,5
3,24,1,4,1
3,24,2,2,1
3,24,3,1,1
3,24,4,2,1
3,24,5,3,1
3,24,6,3,1
3,24,7,4,1
3,24,8,3,1
3,24,9,2,1
3,24,10,4,1
3,24,11,2,1
3,24,12,5,1
3,24,13,3,1
3,24,14,3,1
3,24,15,4,1
3,24,16,3,1
3,24,17,4,1
3,24,18,5,2
3,24,19,1,2
3,24,20,3,2
3,24,21,5,2
3,24,22,2,2
3,24,23,3,2
3,24,24,4,2
3,24,25,4,2
3,24,26,4,2
3,24,27,5,2
3,24,28,3,2
3,24,29,3,2
3,24,30,1,2
3,24,31,5,2
3,24,32,3,2
3,24,33,3,2
3,24,34,5,2
3,24,35,3,2
3,24,36,5,2
3,24,37,3,2
3,24,38,5,2
3,24,39,4,2
3,24,40,1,2
3,24,41,4,2
3,24,42,4,2
3,24,43,4,2
3,24,44,3,2
3,24,45,3,2
3,24,46,4,2
3,24,47,3,2
3,24,48,2,2
3,24,49,3,2
3,24,50,3,2
3,24,51,4,2
3,24,52,3,2
3,24,53,5,2
3,24,54,4,2
3,24,55,3,2
3,24,56,3,2
3,24,57,5,2
3,24,58,3,2
3,24,59,4,2
3,24,60,4,2
3,24,61,2,2
3,24,62,3,2
3,24,63,1,2
3,24,64,4,2
3,24,65,3,2
3,24,66,3,2
3,24,67,3,2
3,24,68,5,2
3,24,69,4,2
3,24,70,3,2
3,24,71,3,2
3,24,72,2,2
3,24,73,4,2
3,24,74,5,2
3,24,75,2,2
3,24,76,5,2
3,24,77,4,2
3,24,78,3,2
3,24,79,5,2
3,24,80,4,2
3,24,81,3,2
3,24,82,5,2
3,24,83,5,4
3,24,84,3,4
3,24,85,2,4
3,24,86,3,4
3,24,87,2,4
3,24,88,3,4
3,24,89,4,4
3,24,90,3,4
3,24,91,5,4
3,24,92,4,4
3,24,93,4,4
3,24,94,4,4
3,24,95,3,4
3,24,96,4,4
3,24,97,4,4
3,24,98,5,4
3,24,99,2,4
3,24,100,4,4
3,24,101,5,4
3,24,102,5,4
3,24,103,1,4
3,24,104,5,4
3,24,105,4,4
3,24,106,3,4
3,24,107,4,4
3,24,108,3,4
3,24,109,4,4
3,24,110,4,4
3,24,111,4,4
3,24,112,4,4
3,24,113,4,4
3,24,114,5,5
3,24,115,4,5
3,24,116,2,5
3,24,117,5,5
3,24,118,3,5
3,24,119,2,5
3,24,120,3,5
3,24,121,4,5
3,25,1,3,1
3,25,2,2,1
3,25,3,2,1
3,25,4,2,1
3,25,5,4,1
3,25,6,1,1
3,25,7,2,1
3,25,8,1,1
3,25,9,1,1
3,25,10,1,1
3,25,11,1,1
3,25,12,3,1
3,25,13,4,1
3,25,14,3,1
3,25,15,3,1
3,25,16,1,1
3,25,17,2,1
3,25,18,4,2
3,25,19,2,2
3,25,20,3,2
3,25,21,5,2
3,25,22,1,2
3,25,23,2,2
3,25,24,3,2
3,25,25,3,2
3,25,26,1,2
3,25,27,2,2
3,25,28,2,2
3,25,29,2,2
3,25,30,2,2
3,25,31,2,2
3,25,32,2,2
3,25,33,2,2
3,25,34,2,2
3,25,35,3,2
3,25,36,3,2
3,25,37,3,2
3,25,38,2,2
3,25,39,2,2
3,25,40,1,2
3,25,41,2,2
3,25,42,3,2
3,25,43,2,2
3,25,44,2,2
3,25,45,2,2
3,25,46,4,2
3,25,47,2,2
3,25,48,1,2
3,25,49,1,2
3,25,50,1,2
3,25,51,3,2
3,25,52,1,2
3,25,53,2,2
3,25,54,1,2
3,25,55,2,2
3,25,56,1,2
3,25,57,2,2
3,25,58,1,2
3,25,59,2,2
3,25,60,2,2
3,25,61,2,2
3,25,62,2,2
3,25,63,2,2
3,25,64,3,2
3,25,65,1,2
3,25,66,1,2
3,25,67,3,2
3,25,68,4,2
3,25,69,3,2
3,25,70,4,2
3,25,71,1,2
3,25,72,2,2
3,25,73,3,2
3,25,74,3,2
3,25,75,2,2
3,25,76,1,2
3,25,77,1,2
3,25,78,1,2
3,25,79,2,2
3,25,80,2,2
3,25,81,1,2
3,25,82,2,2
3,25,83,3,4
3,25,84,2,4
3,25,85,2,4
3,25,86,1,4
3,25,87,2,4
3,25,88,3,4
3,25,89,2,4
3,25,90,1,4
3,25,91,4,4
3,25,92,1,4
3,25,93,1,4
3,25,94,2,4
3,25,95,1,4
3,25,96,2,4
3,25,97,2,4
3,25,98,1,4
3,25,99,1,4
3,25,100,1,4
3,25,101,2,4
3,25,102,3,4
3,25,103,2,4
3,25,104,5,4
3,25,105,3,4
3,25,106,1,4
3,25,107,3,4
3,25,108,1,4
3,25,109,2,4
3,25,110,3,4
3,25,111,2,4
3,25,112,2,4
3,25,113,1,4
3,25,114,3,5
3,25,115,4,5
3,25,116,2,5
3,25,117,3,5
3,25,118,2,5
3,25,119,2,5
3,25,120,2,5
3,25,121,1,5
3,26,1,5,1
3,26,2,3,1
3,26,3,3,1
3,26,4,2,1
3,26,5,2,1
3,26,6,2,1
3,26,7,2,1
3,26,8,2,1
3,26,9,3,1
3,26,10,2,1
3,26,11,1,1
3,26,12,4,1
3,26,13,2,1
3,26,14,4,1
3,26,15,3,1
3,26,16,2,1
3,26,17,2,1
3,26,18,3,2
3,26,19,2,2
3,26,20,4,2
3,26,21,4,2
3,26,22,4,2
3,26,23,2,2
3,26,24,2,2
3,26,25,1,2
3,26,26,2,2
3,26,27,2,2
3,26,28,3,2
3,26,29,4,2
3,26,30,2,2
3,26,31,3,2
3,26,32,4,2
3,26,33,1,2
3,26,34,2,2
3,26,35,3,2
3,26,36,1,2
3,26,37,2,2
3,26,38,2,2
3,26,39,3,2
3,26,40,1,2
3,26,41,3,2
3,26,42,1,2
3,26,43,2,2
3,26,44,2,2
3,26,45,3,2
3,26,46,3,2
3,26,47,2,2
3,26,48,1,2
3,26,49,1,2
3,26,50,2,2
3,26,51,2,2
3,26,52,2,2
3,26,53,1,2
3,26,54,3,2
3,26,55,2,2
3,26,56,3,2
3,26,57,1,2
3,26,58,2,2
3,26,59,2,2
3,26,60,3,2
3,26,61,2,2
3,26,62,2,2
3,26,63,2,2
3,26,64,3,2
3,26,65,2,2
3,26,66,2,2
3,26,67,2,2
3,26,68,4,2
3,26,69,3,2
3,26,70,3,2
3,26,71,2,2
3,26,72,2,2
3,26,73,1,2
3,26,74,3,2
3,26,75,1,2
3,26,76,1,2
3,26,77,2,2
3,26,78,3,2
3,26,79,2,2
3,26,80,3,2
3,26,81,2,2
3,26,82,3,2
3,26,83,4,4
3,26,84,2,4
3,26,85,2,4
3,26,86,3,4
3,26,87,2,4
3,26,88,3,4
3,26,89,3,4
3,26,90,2,4
3,26,91,3,4
3,26,92,2,4
3,26,93,2,4
3,26,94,3,4
3,26,95,2,4
3,26,96,2,4
3,26,97,3,4
3,26,98,2,4
3,26,99,2,4
3,26,100,2,4
3,26,101,4,4
3,26,102,3,4
3,26,103,2,4
3,26,104,2,4
3,26,105,4,4
3,26,106,3,4
3,26,107,2,4
3,26,108,3,4
3,26,109,2,4
3,26,110,3,4
3,26,111,2,4
3,26,112,2,4
3,26,113,3,4
3,26,114,4,5
3,26,115,4,5
3,26,116,1,5
3,26,117,3,5
3,26,118,1,5
3,26,119,1,5
3,26,120,2,5
3,26,121,2,5
3,27,1,3,1
3,27,2,4,1
3,27,3,5,1
3,27,4,2,1
3,27,5,3,1
3,27,6,4,1
3,27,7,3,1
3,27,8,2,1
3,27,9,3,1
3,27,10,5,1
3,27,11,3,1
3,27,12,5,1
3,27,13,5,1
3,27,14,4,1
3,27,15,4,1
3,27,16,4,1
3,27,17,4,1
3,27,18,4,2
3,27,19,4,2
3,27,20,4,2
3,27,21,4,2
3,27,22,1,2
3,27,23,3,2
3,27,24,4,2
3,27,25,2,2
3,27,26,5,2
3,27,27,3,2
3,27,28,3,2
3,27,29,2,2
3,27,30,4,2
3,27,31,4,2
3,27,32,3,2
3,27,33,5,2
3,27,34,5,2
3,27,35,2,2
3,27,36,3,2
3,27,37,5,2
3,27,38,5,2
3,27,39,3,2
3,27,40,2,2
3,27,41,4,2
3,27,42,4,2
3,27,43,4,2
3,27,44,4,2
3,27,45,5,2
3,27,46,5,2
3,27,47,3,2
3,27,48,3,2
3,27,49,3,2
3,27,50,4,2
3,27,51,4,2
3,27,52,3,2
3,27,53,5,2
3,27,54,2,2
3,27,55,4,2
3,27,56,3,2
3,27,57,4,2
3,27,58,4,2
3,27,59,4,2
3,27,60,5,2
3,27,61,2,2
3,27,62,2,2
3,27,63,3,2
3,27,64,3,2
3,27,65,4,2
3,27,66,2,2
3,27,67,4,2
3,27,68,5,2
3,27,69,4,2
3,27,70,5,2
3,27,71,4,2
3,27,72,2,2
3,27,73,4,2
3,27,74,5,2
3,27,75,3,2
3,27,76,5,2
3,27,77,4,2
3,27,78,5,2
3,27,79,4,2
3,27,80,4,2
3,27,81,3,2
3,27,82,5,2
3,27,83,3,4
3,27,84,5,4
3,27,85,3,4
3,27,86,5,4
3,27,87,3,4
3,27,88,4,4
3,27,89,4,4
3,27,90,5,4
3,27,91,5,4
3,27,92,2,4
3,27,93,4,4
3,27,94,3,4
3,27,95,4,4
3,27,96,4,4
3,27,97,4,4
3,27,98,3,4
3,27,99,2,4
3,27,100,3,4
3,27,101,3,4
3,27,102,5,4
3,27,103,3,4
3,27,104,4,4
3,27,105,4,4
3,27,106,5,4
3,27,107,4,4
3,27,108,5,4
3,27,109,5,4
3,27,110,4,4
3,27,111,4,4
3,27,112,3,4
3,27,113,5,4
3,27,114,5,5
3,27,115,5,5
3,27,116,5,5
3,27,117,5,5
3,27,118,2,5
3,27,119,4,5
3,27,120,1,5
3,27,121,5,5
3,28,1,4,1
3,28,2,3,1
3,28,3,3,1
3,28,4,2,1
3,28,5,1,1
3,28,6,3,1
3,28,7,3,1
3,28,8,1,1
3,28,9,2,1
3,28,10,2,1
3,28,11,2,1
3,28,12,5,1
3,28,13,2,1
3,28,14,3,1
3,28,15,4,1
3,28,16,2,1
3,28,17,3,1
3,28,18,4,2
3,28,19,4,2
3,28,20,4,2
3,28,21,3,2
3,28,22,1,2
3,28,23,4,2
3,28,24,4,2
3,28,25,3,2
3,28,26,1,2
3,28,27,3,2
3,28,28,2,2
3,28,29,1,2
3,28,30,3,2
3,28,31,4,2
3,28,32,2,2
3,28,33,3,2
3,28,34,3,2
3,28,35,3,2
3,28,36,4,2
3,28,37,3,2
3,28,38,5,2
3,28,39,2,2
3,28,40,2,2
3,28,41,4,2
3,28,42,3,2
3,28,43,3,2
3,28,44,3,2
3,28,45,3,2
3,28,46,4,2
3,28,47,1,2
3,28,48,2,2
3,28,49,4,2
3,28,50,2,2
3,28,51,4,2
3,28,52,2,2
3,28,53,1,2
3,28,54,2,2
3,28,55,4,2
3,28,56,1,2
3,28,57,2,2
3,28,58,3,2
3,28,59,1,2
3,28,60,2,2
3,28,61,4,2
3,28,62,2,2
3,28,63,2,2
3,28,64,2,2
3,28,65,4,2
3,28,66,2,2
3,28,67,3,2
3,28,68,5,2
3,28,69,3,2
3,28,70,2,2
3,28,71,3,2
3,28,72,2,2
3,28,73,4,2
3,28,74,4,2
3,28,75,2,2
3,28,76,3,2
3,28,77,5,2
3,28,78,1,2
3,28,79,3,2
3,28,80,4,2
3,28,81,4,2
3,28,82,3,2
3,28,83,3,4
3,28,84,4,4
3,28,85,3,4
3,28,86,5,4
3,28,87,2,4
3,28,88,3,4
3,28,89,2,4
3,28,90,3,4
3,28,91,3,4
3,28,92,2,4
3,28,93,3,4
3,28,94,3,4
3,28,95,2,4
3,28,96,3,4
3,28,97,4,4
3,28,98,4,4
3,28,99,2,4
3,28,100,1,4
3,28,101,3,4
3,28,102,3,4
3,28,103,2,4
3,28,104,4,4
3,28,105,3,4
3,28,106,4,4
3,28,107,3,4
3,28,108,2,4
3,28,109,3,4
3,28,110,4,4
3,28,111,2,4
3,28,112,2,4
3,28,113,1,4
3,28,114,4,5
3,28,115,3,5
3,28,116,3,5
3,28,117,4,5
3,28,118,3,5
3,28,119,4,5
3,28,120,2,5
3,28,121,5,5
3,29,1,2,1
3,29,2,2,1
3,29,3,3,1
3,29,4,5,1
3,29,5,2,1
3,29,6,3,1
3,29,7,4,1
3,29,8,5,1
3,29,9,3,1
3,29,10,1,1
3,29,11,5,1
3,29,12,5,1
3,29,13,5,1
3,29,14,5,1
3,29,15,5,1
3,29,16,3,1
3,29,17,4,1
3,29,18,3,2
3,29,19,2,2
3,29,20,3,2
3,29,21,5,2
3,29,22,5,2
3,29,23,4,2
3,29,24,4,2
3,29,25,1,2
3,29,26,5,2
3,29,27,2,2
3,29,28,3,2
3,29,29,4,2
3,29,30,4,2
3,29,31,5,2
3,29,32,4,2
3,29,33,1,2
3,29,34,4,2
3,29,35,5,2
3,29,36,3,2
3,29,37,5,2
3,29,38,2,2
3,29,39,5,2
3,29,40,5,2
3,29,41,4,2
3,29,42,4,2
3,29,43,5,2
3,29,44,3,2
3,29,45,5,2
3,29,46,4,2
3,29,47,5,2
3,29,48,5,2
3,29,49,2,2
3,29,50,4,2
3,29,51,5,2
3,29,52,5,2
3,29,53,4,2
3,29,54,5,2
3,29,55,3,2
3,29,56,4,2
3,29,57,3,2
3,29,58,5,2
3,29,59,5,2
3,29,60,4,2
3,29,61,5,2
3,29,62,4,2
3,29,63,3,2
3,29,64,5,2
3,29,65,3,2
3,29,66,4,2
3,29,67,5,2
3,29,68,5,2
3,29,69,3,2
3,29,70,4,2
3,29,71,4,2
3,29,72,5,2
3,29,73,2,2
3,29,74,5,2
3,29,75,3,2
3,29,76,5,2
3,29,77,5,2
3,29,78,4,2
3,29,79,5,2
3,29,80,5,2
3,29,81,5,2
3,29,82,5,2
3,29,83,2,4
3,29,84,3,4
3,29,85,3,4
3,29,86,3,4
3,29,87,4,4
3,29,88,3,4
3,29,89,3,4
3,29,90,5,4
3,29,91,3,4
3,29,92,5,4
3,29,93,4,4
3,29,94,5,4
3,29,95,3,4
3,29,96,5,4
3,29,97,5,4
3,29,98,5,4
3,29,99,5,4
3,29,100,5,4
3,29,101,1,4
3,29,102,3,4
3,29,103,2,4
3,29,104,3,4
3,29,105,5,4
3,29,106,3,4
3,29,107,4,4
3,29,108,5,4
3,29,109,5,4
3,29,110,5,4
3,29,111,4,4
3,29,112,5,4
3,29,113,5,4
3,29,114,4,5
3,29,115,1,5
3,29,116,4,5
3,29,117,5,5
3,29,118,4,5
3,29,119,5,5
3,29,120,4,5
3,29,121,5,5
3,3,1,3,1
3,3,2,2,1
3,3,3,4,1
3,3,4,3,1
3,3,5,2,1
3,3,6,4,1
3,3,7,4,1
3,3,8,1,1
3,3,9,2,1
